last_seen,bike_id
2025-12-11T11:01:09.613372,bike_44958
2025-12-11T11:01:16.752847,bike_89766
2025-12-11T11:01:09.944158,bike_16529
2025-12-11T11:01:11.312836,bike_09135
2025-12-10T23:01:06.289267,bike_16427
2025-12-11T11:01:12.404144,bike_03555
2025-12-11T11:01:13.127077,bike_67314
2025-12-11T11:01:11.935210,bike_45621
2025-12-05T05:01:07.344116,bike_03720
2025-12-11T11:01:14.892983,bike_51404
2025-12-11T11:01:10.693101,bike_58872
2025-12-11T11:01:11.550957,bike_76928
2025-12-11T11:01:06.913399,bike_73417
2025-12-11T11:01:09.431530,bike_77137
2025-12-11T11:01:06.731141,bike_72962
2025-12-11T11:01:08.133284,bike_41173
2025-12-11T11:01:13.973656,bike_45226
2025-12-11T11:01:14.370182,bike_18285
2025-12-11T11:01:07.694441,bike_79576
2025-12-11T11:01:14.004277,bike_42967
2025-12-11T11:01:11.744210,bike_51608
2025-12-11T11:01:07.684174,bike_71410
2025-12-11T11:01:16.792898,bike_51461
2025-12-11T11:01:08.232190,bike_07046
2025-12-10T17:01:05.197498,bike_43053
2025-12-11T11:01:08.913096,bike_42658
2025-12-11T11:01:09.290959,bike_77114
